,claimReview_author,claimReview_author_name,claimReview_author_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_url,creativeWork_author_name,creativeWork_author_sameAs,creativeWork_datePublished,extra_body,extra_entities_author,extra_entities_body,extra_entities_claimReview_claimReviewed,extra_entities_keywords,extra_refered_links,extra_tags,extra_title,rating_alternateName,rating_bestRating,rating_ratingValue,rating_worstRating
91,,,,"“Mr Johnson’s plan is also a much harder Brexit than Theresa May’s.

“GDP per capita would fall by up to 7% in 10 years, says the UK in a Changing Europe think-tank.",,,https://fullfact.org/europe/brexit-cost-new-deal/,,,,,,,,,,,Think tank did not say GDP per capita will fall by 7% under Boris Johnson’s deal,No verdict for Individual claims,,,
92,,,,"Under the new withdrawal agreement, Northern Ireland is effectively annexed by the EU with border in the Irish sea between NI and the UK.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"There will be checks on goods crossing from the rest of the UK into Northern Ireland, but Northern Ireland will remain part of the UK’s customs territory. What you deem to be annexing is really a matter of interpretation.
",,,
93,,,,"Under the new withdrawal agreement, we have to pay the £39bn Brexit bill we don't legally owe.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"The divorce bill is now more like £33 billion, and the UK would be legally obliged to pay it under the terms of newly revised withdrawal agreement.
",,,
94,,,,"Under the new withdrawal agreement, EU courts have jurisdiction over the UK.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"Nothing has changed on this compared to Theresa May’s withdrawal agreement, but the European Court of Justice would have jurisdiction on some rules in Northern Ireland.
",,,
95,,,,"Under the new withdrawal agreement, there is a transition period until 2021, extendable for years longer.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"Under the current terms of the agreement, the transition period would end just before 2021 began. It could theoretically be extended by up to two years, provided that’s been settled by half way through 2020.
",,,
96,,,,"Under the new withdrawal agreement, UK fishing waters are not returned to the UK and EU members still fish UK waters.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"The latest deal doesn’t change anything to do fisheries, compared to Theresa May’s deal. The UK is due to leave the Common Fisheries Policy so will be an independent coast state.
",,,
97,,,,"Under the new withdrawal agreement, only the backstop changed so all the other flaws of May's deal continue.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"The biggest change was to the Irish backstop, but the non-binding political declaration changed too.
",,,
98,,,,"Under the new withdrawal agreement, Boris Johnson agreed to a 'level playing field' meaning the UK will follow many EU laws making us uncompetitive and restricting our future trade.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"The level playing field is in the political declaration part of the deal which isn’t legally binding, and the UK hasn’t yet made firm or specific commitments to following EU standards. Northern Ireland will remain aligned to some EU single market rules.
",,,
99,,,,"Under the new withdrawal agreement, the UK can't sign trade deals until at least 2021.
",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,"The UK can sign trade deals during the transition period but they wouldn’t be able to come into force until the transition period ends on 31 December 2020.
",,,
100,,,,NI effectively annexed by the EU with border in the Irish sea between NI and the UK,,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
101,,,,£39bn Brexit bill we don’t legally owe,,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
102,,,,EU courts have jurisdiction,,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
103,,,,"Transition period until 2021, extendable for years longer",,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
104,,,,UK fishing waters not returned to the UK and EU members still fish UK waters,,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
105,,,,Only the backstop changed so all the other flaws of May’s deal continue,,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
106,,,,Boris agreed to a 'level playing field' meaning the UK will follow many EU laws making us uncompetitive and restricting our future trade,,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
107,,,,The UK can’t sign trade deals until at least 2021,,,https://fullfact.org/europe/viral-image-boris-johnsons-brexit-deal/,,,,,,,,,,,We fact checked this viral image on Boris Johnson's Brexit deal,No verdict for Individual claims,,,
108,,,,"90% of all trade through the Port of Southampton is to and from non-EU countries.
",,,https://fullfact.org/europe/southampton-trade/,,,,,,,,,,,Southampton MP gets trade figures wrong,"In 2016 it was estimated that 90% of exports (by value) from the Port of Southampton went to non-EU countries.
",,,
109,,,,"All non-EU trade through the port of Southampton is ‘WTO’.
",,,https://fullfact.org/europe/southampton-trade/,,,,,,,,,,,Southampton MP gets trade figures wrong,"This is misleading. Much non-EU trade through Southampton happens under preferential terms negotiated between the EU and other countries, not on basic WTO terms.
",,,
110,,,,“90% of all trade through the Port of Southampton is from and to the rest of the World not the EU. All that trade is WTO. A deal is by far the best way forward but talk of a huge threat to jobs in Southampton without a deal is complete nonsense.”,,,https://fullfact.org/europe/southampton-trade/,,,,,,,,,,,Southampton MP gets trade figures wrong,No verdict for Individual claims,,,
111,,,,"The UK can sign a three-page trade agreement with the EU and then trade tariff-free under GATT 24.
",,,https://fullfact.org/europe/gatt-24-again/,,,,,,,,,,,"GATT 24: new argument, same old problems","In theory such an agreement could satisfy GATT 24, allowing tariff-free trade on most goods with the EU. It would lead to significant wider barriers to trade, and the EU is unlikely to sign up to it.
",,,
112,,,,"A three-page trade agreement would mean little obvious would change in terms of our trade when we leave the EU.
",,,https://fullfact.org/europe/gatt-24-again/,,,,,,,,,,,"GATT 24: new argument, same old problems","Incorrect. This would be the most basic possible trade agreement. The UK and EU would lose alignment on regulation of goods, with significant non-tariff barriers to trade, and tariffs on trade in services.
",,,
113,,,,"A three-page trade agreement under Article 24 would be “enough to avoid delays at borders”.
",,,https://fullfact.org/europe/gatt-24-again/,,,,,,,,,,,"GATT 24: new argument, same old problems","Incorrect. This agreement would mean the UK and EU having different regulatory standards, and therefore checks on goods at the border.
",,,
114,,,,“Only Whitehall stands in the way of our Gatt 24 'get out of jail free' Brexit card”,,,https://fullfact.org/europe/gatt-24-again/,,,,,,,,,,,"GATT 24: new argument, same old problems",No verdict for Individual claims,,,
115,,,,"The EU puts a 30% tariff on cocoa from Africa.
",,,https://fullfact.org/europe/cocoa-tariff/,,,,,,,,,,,The EU doesn’t have a 30% tariff on African cocoa imports,"Incorrect. The maximum tariff on processed cocoa is 9.6%. The vast majority of African countries can export all cocoa products to the EU tariff-free due to various schemes they’re part of.
",,,
116,,,,“The EU puts a 30% tariff on cocoa from Africa.”,,,https://fullfact.org/europe/cocoa-tariff/,,,,,,,,,,,The EU doesn’t have a 30% tariff on African cocoa imports,No verdict for Individual claims,,,
117,,,,"A post claims influenza has been eradicated and seems to suggest this is suspicious.
",,,https://fullfact.org/online/flu-not-eradicated/,,,,,,,,,,,Flu deaths aren’t being miscategorised as Covid-19 deaths,"While there appears to be very few flu infections due to various reasons, the flu has not been eradicated. Covid-19 deaths are not miscategorised flu deaths.
",,,
118,,,,"If all the other lockdowns haven’t worked, why would this one be any different?
",,,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,,,,,,,,,,,Viral influencer video full of false Covid-19 claims,"False. The government estimates locking down in the spring saved thousands of lives compared with doing nothing.
",,,
119,,,,"The reason why there are more cases is because they are testing more people.
",,,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,,,,,,,,,,,Viral influencer video full of false Covid-19 claims,"It’s true more people are being tested than ever before, but we also know deaths and hospitalisations have increased.
",,,
120,,,,"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.
",,,https://fullfact.org/online/viral-influencer-video-full-false-covid-19-claims/,,,,,,,,,,,Viral influencer video full of false Covid-19 claims,"Some deaths unrelated to Covid-19 may happen within 28 days of a positive test but this makes very little difference to the figures. Up to the week ending 15 January, 85,321 deaths were registered in England and Wales with Covid-19 recorded as the underlying cause of death by a medical professional.
",,,
